path,label,source,reviewed
/Users/alyshialedlie/Documents/Property_Management/IMG_6635.WEBP,1,list:results/interior_positives.txt,0
/Users/alyshialedlie/Documents/Property_Management/LIVING.avif,1,list:results/interior_positives.txt,0
/Users/alyshialedlie/Documents/Media/Photos/Social/LIVING2.avif,1,list:results/interior_positives.txt,0
/Users/alyshialedlie/Documents/Media/Photos/Social/20260530_creative.png,1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov1,2025,02_13_28AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov1,2025,02_20_28AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_28_16PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct30,2025,02_41_27AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct31,2025,02_21_11PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_29_18PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov1,2025,02_50_50AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct31,2025,01_13_59PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct28,2025,07_53_55PM(1).png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct30,2025,03_26_07AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct30,2025,02_53_08AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct30,2025,02_23_55AM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_31_53PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_30_14PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_29_02PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_30_26PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageNov10,2025,02_31_43PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct27,2025,07_35_06PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct28,2025,02_13_41PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct28,2025,08_39_50PM.png",1,list:results/interior_positives.txt,0
"/Users/alyshialedlie/Documents/Media/Photos/ChatGPT/ChatGPTImageOct30,2025,03_42_06AM.png",1,list:results/interior_positives.txt,0
/Users/alyshialedlie/Documents/Media/Photos/Products/macbookcables.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Technical/Other/AI_SLOP.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Personal/Employment/unnamed (1).jpg,0,db:all-images,0
/Users/alyshialedlie/Documents/Technical/Other/SLOP2.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455_1.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455_2.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455_3.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_100453.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100453.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100453_1.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100454.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_100454.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100453_2.png,0,db:all-images,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_d4331938.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_be5824ec.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_b6d3b783.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_6f5d8397.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_b22294d9.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_5c2599b5.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_3415f3c1.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_f8300746.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_5620a40a.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_df261235.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_bca9c250.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_8ef18005.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_e943eacc.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/CodeEditors/code_5e190f8f.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_be7e9175.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Docs/docs_27c7a077.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_4c52b960.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_04a17477.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_31433714.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_a830a829.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_e20d1c8c.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_fd010b16.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_db36d406.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_cfc05e73.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Docs/docs_7bf36360.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_3a170d3e.jpeg,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/CodeEditors/code_69c0cba2.webp,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_09fe44e5.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_b055e7b8.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_54873248.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Financial/Invoices/20260401_financial_invoices.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Financial/Invoices/20260401_financial_invoices_1.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Other/shirt-1557671493-e06ae1890509b370a63a78faa4528738(1).png,0,db:all-images,0
/Users/alyshialedlie/Documents/Technical/Other/Cognitive_bias_codex_en.svg.png,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Documents/20260328_technical_documentation.jpg,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Graphics/Other/66eacf1498d7c3e28bc8101f_J2ACWBl-ADNoBpfU6CuVMJGErhZoCil9JwFOlr4ioSI.webp,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Graphics/Other/original-5c59bfd7453dc0a6fffa6f8116daec14.gif,0,db:all-images,0
/Users/alyshialedlie/Documents/Media/Photos/Social/20260708_creative.png,0,db:all-images,0
