path,label,source,reviewed
/Users/alyshialedlie/Documents/Media/Photos/Social/20260530_creative.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_100454.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100453_1.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455_3.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455_1.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100453_2.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_100453.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100455_2.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100453.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/GameAssets/Sprites/20190129_screenshot_uncertain_100454.png,1,db:game_assets/sprites,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/CodeEditors/code_5e190f8f.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Documents/20260328_technical_documentation.jpg,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_a830a829.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_be5824ec.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_e943eacc.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_f8300746.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_6f5d8397.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/CodeEditors/code_69c0cba2.webp,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_09fe44e5.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_fd010b16.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_5620a40a.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_54873248.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_04a17477.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_5c2599b5.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_e20d1c8c.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_4c52b960.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_d4331938.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_b6d3b783.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_df261235.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_3a170d3e.jpeg,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_b22294d9.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Products/macbookcables.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Docs/docs_27c7a077.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Social/20260708_creative.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Settings/settings_8ef18005.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_3415f3c1.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Other/shirt-1557671493-e06ae1890509b370a63a78faa4528738(1).png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_31433714.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Docs/docs_7bf36360.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_bca9c250.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Browser/browser_db36d406.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_b055e7b8.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_cfc05e73.png,0,db:media/photos,0
/Users/alyshialedlie/Documents/Media/Photos/Screenshots/Terminal/terminal_be7e9175.png,0,db:media/photos,0
